event_id,headline,url,source,published,v1_place_name,v1_lat,v1_lon,valid_wildlife_article,event_type,event_subtype,species_common,species_scientific,species_iucn,animal_count,correct_place_name,correct_lat,correct_lon,location_precision,location_correct,location_error_type,human_casualties,human_injuries,animal_casualties,severity,cluster_id,notes_for_nikunj
GS117,"Tiger Takes Over Madhya Pradesh's Raisen Fort Hill, Tourist Entry Shut",https://www.ndtv.com/india-news/tiger-takes-over-madhya-pradeshs-raisen-fort-hill-tourist-entry-shut-11627568#publisher=newsstand,NDTV,2026-06-12,Madhya Pradesh,22.9734,78.6569,YES,sighting,wildlife_presence,Tiger,Panthera tigris,EN,1,Raisen,23.3325,77.7862,district,NO,too_broad,0,0,0,medium,,"Tiger occupying Raisen Fort Hill, tourist entry shut. v1 pinned to MP state centroid. Correct place is Raisen district."
GS118,"Bhopal Man Arrested, Was Allegedly Planning Lone-Wolf Attacks",https://www.ndtv.com/india-news/bhopal-man-arrested-was-allegedly-planning-lone-wolf-attacks-11629258#publisher=newsstand,NDTV,2026-06-12,Bhopal,23.2599,77.4126,NO,other,,,,,,Bhopal,23.2599,77.4126,city,YES,,0,0,0,,,"FALSE POSITIVE - terrorism/criminal arrest, not wildlife news."
GS119,"'Disease Did Not Kill Lions, Heat Did': Gujarat Forest Minister",https://thewire.in/environment/disease-did-not-kill-lions-heat-did-gujarat-forest-minister,The Wire,2026-06-11,Gujarat,22.2587,71.1924,YES,mortality,heat_stress,Asiatic Lion,Panthera leo persica,EN,,Gir Forest National Park,21.1239,70.798,protected_area,NO,too_broad,0,0,0,high,GIR-LION-CUBS,v1 pinned to Gujarat state centroid. Correct location is Gir Forest NP. Part of GIR-LION-CUBS cluster.
GS120,"Woman, 55, Mauled To Death By Leopard In Uttarakhand, Wild Cat Shot Dead",https://www.ndtv.com/india-news/woman-55-mauled-to-death-by-leopard-in-uttarakhand-wild-cat-shot-dead-11614383#publisher=newsstand,NDTV,2026-06-09,Uttarakhand,30.0668,79.0193,YES,hwc,leopard_attack,Leopard,Panthera pardus,VU,1,Uttarakhand,30.0668,79.0193,state,NO,too_broad,1,0,1,critical,,"Woman killed by leopard, leopard shot dead. v1 state centroid. VALIDATE: Which district in Uttarakhand?"
GS121,"8 Asiatic Lion Cubs At Gir Died Due To Heat, Not Infection: Gujarat Minister",https://www.ndtv.com/india-news/8-asiatic-lion-cubs-died-due-to-heat-not-babesia-infection-in-gir-forest-gujarat-forest-minister-arjun-modhwadia-11602074#publisher=newsstand,NDTV,2026-06-07,Asiatic lion,21.1239,70.798,YES,mortality,heat_stress,Asiatic Lion,Panthera leo persica,EN,8,Gir Forest National Park,21.1239,70.798,protected_area,NO,species_as_location,0,0,8,critical,GIR-LION-CUBS,NER captured 'Asiatic lion' as place_name again (same bug as GS078). Coords correct for Gir. Part of GIR-LION-CUBS cluster.
GS122,Forest dept to begin week-long World Environment Day progs with cleanliness drive,https://timesofindia.indiatimes.com/city/ranchi/forest-dept-to-begin-week-long-world-environment-day-progs-with-cleanliness-drive/articleshow/131444237.cms,Times of India,2026-06-01,Jharkhand,23.6102,85.2799,YES,conservation_action,awareness_event,,,,,Jharkhand,23.6102,85.2799,state,YES,,0,0,0,low,,Borderline article. Forest dept World Environment Day cleanliness drive. State level correct.
GS123,Tiger carcass found in Kaziranga; big cat fatalities this year rise to five - The Assam Tribune,https://news.google.com/rss/articles/CBMiswFBVV95cUxNcE1qQ2lHYXp6UjVDQUxXUG92QXdVclc2cnRxeUZwdUJUaVJ5blN3SnVxckQzdFJzVktEZ1cxZ3BmMjRWZVZzNDhOOTZ0dURfb0NYRHBmQnJCNEE1Z0RfSkZhYUlkalVuZnpYelRWcTN0Q0txZnpLLXYxM1FZd2xQMDdFbjJhX2lPWVhOUVN6blNONjJrMHkwU0NoN1ZHM3hOclpNWWtuV2k5aG9yOFRsdnFOa9IBuAFBVV95cUxQNzFsLUV6cVVWb3BBUUZKcGFmZkJ4ejR1cFJwMlZGTThSMFJOY2ljN3lEY3JoVktIcUlnZ1V0SEZRVjV3OHduUjhmRXpDRVpGektTMlc1akN3TnNBazFPYVVCR2QwTnRBLXVRYjB0anVlNkVPdmJlVnhZRmtCcnJEaUpaRThqbTRvbnFxRWsyOWlBeDhrN3NlZjRKbW13TU5hdWx1cXpXbG5fZjk0Q0Fia01Db1l0b1Fx?oc=5,Assam Tribune,2026-06-01,Assam,26.2006,92.9376,YES,mortality,found_dead,Tiger,Panthera tigris,EN,1,Kaziranga National Park,26.5775,93.1711,protected_area,NO,too_broad,0,0,1,critical,,v1 pinned to Assam state centroid. Correct is Kaziranga NP. 5th big cat fatality this year. VALIDATE: Cause of death?
GS124,"Western Ghats has high odonate endemism, reveals survey",https://india.mongabay.com/short-article/2026/05/western-ghats-has-high-odonate-endemism-reveals-survey/,Mongabay India,2026-05-28,Western Ghats,13.0,75.5,YES,research,biodiversity_survey,Odonata,,,,Western Ghats,13.0,75.5,region,YES,,0,0,0,low,,Research on dragonfly/damselfly endemism in Western Ghats. v1 location correct.
GS125,Assam school students learn hands-on water quality testing,https://www.thehindu.com/news/national/assam/assam-school-students-learn-hands-on-water-quality-testing/article70990189.ece,The Hindu,2026-05-17,Assam,26.2006,92.9376,NO,other,,,,,,Assam,26.2006,92.9376,state,YES,,0,0,0,,,"FALSE POSITIVE - school education program on water quality testing, not wildlife news."
GS126,Two new spider species discovered in Nagaland,https://eastmojo.com/premium/2026/05/16/two-new-spider-species-discovered-in-nagaland/,EastMojo,2026-05-16,Nagaland,26.1584,94.5624,YES,discovery,new_species,Spider,,,2,Nagaland,26.1584,94.5624,state,YES,,0,0,0,low,,New spider species discovery from Nagaland. VALIDATE: Scientific names?
GS127,Why Assam’s hidden Bunting roosts may hold key to species’ survival,https://eastmojo.com/premium/2026/05/13/why-assams-hidden-bunting-roosts-may-hold-key-to-species-survival/,EastMojo,2026-05-13,Assam,26.2006,92.9376,YES,research,conservation_ecology,Bunting,,,,Assam,26.2006,92.9376,state,YES,,0,0,0,medium,,Research on hidden Bunting roost sites key to species survival. VALIDATE: Which Bunting species?
GS128,"Kaziranga crackdown: 3 suspected poachers held, weapons recovered - The Assam Tribune",https://news.google.com/rss/articles/CBMipAFBVV95cUxORWRVbmJYblJ2M19nVzkzd0Zpanl6MUJ3YXJ6Y3A4NnhpNUVDYzRIWXpaa3FIZFNYckNfZUNBUFBDYlVCa2hMMDd4WFA4T2JpMDNGMGhoM1YzNi1hWHJtcklMU0piTnJjRXEzWkdzTEt0ZF9WNTZKTkJLN2JBVWR0ZGdXWDUxbVdCdTFGNk1rcGZ4ejdJeThuQ1RSaDI4VTlQWi1tY9IBqgFBVV95cUxNNUJDN0J4a2Z3SU9zOHkwZ1RNX2VCcVRSbVN1YkhycElZcFRMeUdyanV5ZHFjcTJCVm1HYVR0M042N2E5cGFCdEU5cjhrekM0bFlhay1CcDA4b1c2V1BBZFh2X2UtMDRVUkJlaVhfZExTdmxqaVA5TzhWSkdtY05DeS04T0hJOUJUeWlHSnhZblJkbjBvUDNkV1E5YmF6dDIxdUo5cnNZV3Ftdw?oc=5,Assam Tribune,2026-05-11,Assam,26.2006,92.9376,YES,poaching,arrest,,,,,Kaziranga National Park,26.5775,93.1711,protected_area,NO,too_broad,0,0,0,high,,3 suspected poachers arrested at Kaziranga with weapons. v1 too broad (Assam state). VALIDATE: Target species (likely rhino)?
GS129,Pawan Kalyan backs Peacock Tarantula conservation as rare Eastern Ghats species faces extinction risk,https://timesofindia.indiatimes.com/etimes/animals/pawan-kalyan-backs-peacock-tarantula-conservation-as-rare-eastern-ghats-species-faces-extinction-risk/articleshow/130810857.cms,Times of India,2026-05-05,Eastern Ghats,15.0,80.0,YES,conservation_action,political_endorsement,Peacock Tarantula,Poecilotheria metallica,CR,,Eastern Ghats,15.0,80.0,region,YES,,0,0,0,medium,,"Critically Endangered Peacock Tarantula, Andhra CM Pawan Kalyan backing conservation. Eastern Ghats correct."
GS130,"Assam: Lost for 36 years, rare dragonfly resurfaces in Raimona",https://eastmojo.com/premium/2026/04/17/assam-lost-for-36-years-rare-dragonfly-resurfaces-in-raimona/,EastMojo,2026-04-17,Assam,26.2006,92.9376,YES,discovery,rediscovery,,,,,Raimona National Park,26.55,90.0,protected_area,NO,too_broad,0,0,0,medium,RAIMONA-DISCOVERY,"Dragonfly not recorded for 36 years, rediscovered in Raimona NP. v1 too broad (Assam state). VALIDATE: Which dragonfly species?"
GS131,New gecko species discovered in Assam’s Raimona landscape,https://eastmojo.com/premium/2026/04/13/new-gecko-species-discovered-in-assams-raimona-landscape/,EastMojo,2026-04-13,Assam,26.2006,92.9376,YES,discovery,new_species,Gecko,,,,Raimona National Park,26.55,90.0,protected_area,NO,too_broad,0,0,0,low,RAIMONA-DISCOVERY,New gecko species from Raimona landscape. v1 too broad. Cluster with dragonfly rediscovery article.
GS132,"40 Ex-Civil Servants Urge Assam to Withdraw Forest Force Poll Duty Order, Cite Legal Violations - TheWire.in",https://news.google.com/rss/articles/CBMizwFBVV95cUxOVHViZzJId3FUcUFGZG9pZWd6UlRoRjRMallhakJtRHNoZldLQkowQ1prNUlHSUdlaE85OElkV0JuX3Q4UW5PUWtiMGQ1a2QwaGlKWmpwbTdLRE83c2lLcnpPMnhvQnphc0hDU1BVTlFMeVlYbWdab19wVWUzQ2s4LWwxSGFrNUFEbkdGWnFkMXAyWHhUSkJPbklNUkZfQ3o3dFNrMTc3bWlBZkxkbVFGcmJYUDdCTEk3ZkxEem5CcDAtaWVOcXVxbl9hdTJzaVXSAdQBQVVfeXFMTVNiX1pNNmhzNlNPNGJmMHg3dmJzLUVIQmtreUJ6V1dEUHVreDlfVXJWMGkzR1pPMUxxR3ZPa25DODJtVWVESHdiMnJpa1dReUJRcFg3Qy1ORTVObk8zLTU5UXN0alVCU0dHSlJYNmxiQWUxSFpqOUtzM2Z0NERQYmFZTkFjWGVuWHFoMzZ2ckYxMEpyS0RrUWFnRGFPZFd5SFNBOVU5b3hRWkEyNEUwTGNvVGdiMnU0RU1KQ2RZanF2cXNVd2FfbFg4dnRlaXRfSVUzc3o?oc=5,The Wire,2026-03-31,Assam,26.2006,92.9376,YES,policy,advocacy,,,,,Assam,26.2006,92.9376,state,YES,,0,0,0,medium,,Ex-civil servants opposing use of forest force for election duty. Affects wildlife protection capacity.
GS133,Hanging by a thread: Northeast Bat populations under severe threat,https://eastmojo.com/premium/2026/03/30/hanging-by-a-thread-northeast-bat-populations-under-severe-threat/,EastMojo,2026-03-30,Northeast,25.2744,92.9376,YES,research,population_threat,Bat,,,,Northeast India,25.2744,92.9376,region,YES,,0,0,0,high,,Multiple bat species under severe threat in Northeast India. Region level correct.
GS134,Assam villagers resist excavation for flood mitigation project,https://www.thehindu.com/news/national/assam/assam-villagers-resist-excavation-for-flood-mitigation-project/article70688611.ece,The Hindu,2026-03-01,Assam,26.2006,92.9376,YES,habitat_threat,infrastructure,,,,,Assam,26.2006,92.9376,state,YES,,0,0,0,medium,,Villagers resisting excavation for flood mitigation project. VALIDATE: Is this near a wildlife corridor?
GS135,"Wild elephant rampage hits Manikpur village near Guwahati, families escape narrowly - The Assam Tribune",https://news.google.com/rss/articles/CBMivgFBVV95cUxQb2JMbTFJWlFobVNFZ2RYMzRPdVFKU3VreUx0NFdDOHRzWml2eFJwY1ROT1hBXzdoXzlnMXE4UmM1ZWtZem9ZTDBpNi1vZ1ZLUWhBRzBPN0ZEUWd1VUVHeEFfdnBrR3pGM2xxOEpUVkI4cVowV29uRHlDZkh5VzI4UnY2eFNmTGhhWHRSeDAwT0RPSWQ3MXg0X0Y5SXdmQ3RDQU1WQjcwbGxFVGk4aFB1OGhZcGEwNFhWUWRIQ0lR0gHDAUFVX3lxTFBlNXhSak1YRFdJNzZHN3dlRU40UGFILW9xTnZXSDdacEQyWWsyRFdTdzJRZ3lvQzN4V0NLeXpMdkpyTmI4SGpDU3htUTlSOWUzaHlNZHRleEd6NHp5T3o1clBEdmhXMG0wNmxsQzVISXdERFM4ZlhRZE96cFdyYUg4Q2hMQUdnOEs2Z2lvam9WVDlyNTFKbXRubTVYUUtSb2d4MjRpOEFiZnRQcEVicG42U2E4TGpIZVUxZmpuN2VmR0hBNA?oc=5,Assam Tribune,2026-01-30,Guwahati,26.1445,91.7362,YES,hwc,elephant_rampage,Asian Elephant,Elephas maximus,EN,,"Manikpur, Guwahati",26.1445,91.7362,city,YES,,0,0,0,high,,Elephant rampage in Manikpur village near Guwahati. Families escaped. Location correct.
GS136,Hidden in Khasi Hills: Rare Woolly Bat found in India for the first time,https://eastmojo.com/meghalaya/2026/01/14/hidden-in-khasi-hills-rare-woolly-bat-found-in-india-for-the-first-time/,EastMojo,2026-01-14,Guwahati,26.1445,91.7362,YES,discovery,first_india_record,Woolly Bat,,,,"Khasi Hills, Meghalaya",25.5,91.8,landscape,NO,wrong_location,0,0,0,medium,,v1 captured Guwahati (Assam) but article is about Khasi Hills (Meghalaya). Different state. First India record.
GS137,India arrests INTERPOL-wanted wildlife trafficker in Sikkim after coordinated chase,https://news.google.com/rss/articles/CBMizAFBVV95cUxQMXBOVTZYVDREMmZxc0RYbmZkM3p0eUFWRm9mYWxyZ3RXYjI0enFmRE1mcU1kMk9QMk42SUFYUFVSclBTMlBFbWtpVVNWVmI5U09jYS1vQ2JEa2xmUGs4T0dRTFB6UzhJTzR6WUlrQmpVQW1LdUJaSVBsWkRWaDVEMkppYks0dWw5a3dJdFlXWW9UN2FkOWgzXzNzazNNbDI2Tm4wT19GSklRZ0xpQzJXSjdpQjFHU19SSXkxeGZOR3hBQ0pjLWYyblpKWTDSAdIBQVVfeXFMUFNRVXh3dGxIaXRwTmZLLTRhd0h2N3oyQ200VGZtS0x2LW1uaHFjb2N3RTdDYTVGc2lLam1RQnBMQ05vQy1sdWUtUDNYQnh1SUdiYWpPNFZLdXpiUjREODNtLTJRdzdrSk90ZDhkMllZcHJuQ0ptYVJqSlR0a09oMmllZm1kRm1CU2FjdS1zbDNnc0hjQzJlS2c4RnpQb3F1ZERoZDhMeVhCYzVvQ2VmSzZLSVVQVE0yX241Um93NWVkY0llc3doTTdxRmt6Ry1rWHpR?oc=5,Telegraph India,2025-12-05,Sikkim,27.533,88.5122,YES,poaching,trafficking_arrest,,,,,Sikkim,27.533,88.5122,state,YES,,0,0,0,critical,DUPLICATE-GS112,"POTENTIAL DUPLICATE of GS112 - same headline, different Google News URL. Confirm if same article."
GS138,India to get cheetahs from Botswana NCPCR steps in Bihar as exit polls roll in - Daily Pioneer,https://news.google.com/rss/articles/CBMilwFBVV95cUxPNjh6UmFUbk9hcy1zWkpLOWNyRW1uMW44X2tqRDVtMkh5UnIwOHAtT0NfTkJxQk95N042QW1KcEt5UWt4SG5FZU1XZVNVaFlER3JtN21fUkhVcXRPZlRfUU8yc2FhRVc0QWpiQ1dxUEN6eENPSUlDblZFYW52WmtlU2JEYlVLRUhMNXpKYkY5RE1taGpFRHFF?oc=5,The Pioneer,2025-11-13,Bihar,25.0961,85.3131,YES,policy,species_reintroduction,Cheetah,Acinonyx jubatus,VU,,Kuno National Park,26.7,77.7,protected_area,NO,wrong_location,0,0,0,medium,,GARBLED RSS HEADLINE - multiple stories combined. Cheetah-from-Botswana is valid. Correct location is Kuno NP MP. v1 pinned to Bihar (wrong).
GS139,Karnataka CM Siddaramaiah warns of strict action against those killing wildlife,https://news.google.com/rss/articles/CBMizAFBVV95cUxNaW15TnI2U1JtZkxuNkdpZ0xnS19OdmtoRlQxcmptVmN6UmU1STVmemVDNWNyT2h5cmdVbkl4cWFKMWx5NFY3cXVqT2hDbHFDaFpoak5iOEdmd1NwZXN4eGJXX3QxOWlNRXBOZmhvZDlBRkMtcDQwMG9iRHFkdHUtNEtYbk5wTmdGbTdLQnE2NW01LU9FNDBDcDhfRUNUUzhJek50SDRNcHFmQ2lydzZnMzhZeU50ZWlzeWRMM2lqaVRkcHVoX1d0TnZOck4?oc=5,Deccan Herald,2025-10-08,Karnataka,15.3173,75.7139,YES,policy,political_statement,,,,,Karnataka,15.3173,75.7139,state,YES,,0,0,0,low,,CM Siddaramaiah warning against wildlife killing. Political statement. State level correct.
GS140,"Wild Elephants Tamil Nadu: Population Rises to 3,170 in 2025",https://news.google.com/rss/articles/CBMisgFBVV95cUxOS2Uwakg1RlJscVBnYU1GMFVKc0NuUlJweEtra2FGQ1dOYWZ0eHNWREF0aXQwa3BnQzBQMnRvQVBsb1g5ZHhPd2lPWVVvek9sMjJwVjhyYkJaUTZXeFYzYzBQbThUZXRabi1Zb0RpMXdUdHVsTk9jZVVFekRZM2lSODJPelpLam80X3FFWW1sUVNZaFR5UFFYQXgxakxwcjdPN19HNFE1a01rWGVZRFhXQmV3?oc=5,Deccan Herald,2025-10-07,Tamil Nadu,11.1271,78.6569,YES,research,population_census,Asian Elephant,Elephas maximus,EN,3170,Tamil Nadu,11.1271,78.6569,state,YES,,0,0,0,low,,"Tamil Nadu elephant census 2025: 3,170 elephants. State centroid appropriate."
GS141,"Raised in Assam’s temple pond, 104 turtle hatchlings released in rhino habitat",https://www.thehindu.com/news/national/assam/raised-in-assams-temple-pond-104-turtle-hatchlings-released-in-rhino-habitat/article70104417.ece,The Hindu,2025-09-28,Assam,26.2006,92.9376,YES,conservation_action,captive_release,,,,104,Assam,26.2006,92.9376,state,YES,,0,0,0,low,,104 turtle hatchlings raised in temple pond released into rhino habitat. VALIDATE: Which turtle species? Specific release location?
GS142,"Complete tiger skin, deer hides seized in Guwahati; self-styled godman held - The Assam Tribune",https://news.google.com/rss/articles/CBMisgFBVV95cUxPSlhWRFlGcEUzZkNMaGRNOTNEbU12STVDUktUd2xfaFNUZzhNQXptSk0tUGltSkgwM3NZdkk0RUJ3eUtHMHZINl9MMTVFaVkxc294YnBQaF8wUkdiUUFwVkotc0NOY0dKMVRXbGstQ04xQjJfdllPZkxUYm91ODZxMGJwUzNWSlpubVJmZml0dXJfQ25kMWtLN1lnel9ucXRuUDd5cVVmSURLTEIxWXo5MERn0gG3AUFVX3lxTE1FTnFKRzZoc2lrZVdrUFRJWndwUV92am92MFBPWkEzZXRqQnY3TXFhUjY4Nk53RlJON3lldkFDRElXaFh5czFYSTJYaUcwNFREX0xndWRPUjJNdXFJVFJ5UG1kek9ZUU9uRUJpWDlvSDUtd2hsd3NOM2FCeDcyaVpzbnNCRVZHbDVSVm1ZUEhNd00wQlR4ZXU4UGV1U29sZHVfWXhPem41NzE2aVItcDA5M3NPQzFTTQ?oc=5,Assam Tribune,2025-09-27,Guwahati,26.1445,91.7362,YES,poaching,seizure_arrest,Tiger,Panthera tigris,EN,,Guwahati,26.1445,91.7362,city,YES,,0,0,1,critical,,Complete tiger skin and deer hides seized in Guwahati. Self-styled godman arrested. Location correct.
GS143,Grasslands in Manas National Park have shrunk by 50% in three decades: MNP Field Director - The Assam Tribune,https://news.google.com/rss/articles/CBMixAFBVV95cUxPRmdLMU5hZENxRG9LdmFzMFp3elNOOVRJYXpodFBTWEhPY3lxSEljUWZ2UHJZNGc1REtRUV9LaDNnVnNPc1VxaDBvUXNrcW0wa1dWYmZIV3ZBLTh5Z1d6X0s4VkZISUNESkhJU0pmUkdIOUlaSmRXNVE3TmdGdzhlbWNnTFlDdm1rbTFkb3JjU19uUVV4TWtrbnRUQktPa1ZlSzRzSk1wY241UGcwRmZ3cmVBeUJrZjVwbU95UWptUGsyVTZo0gHKAUFVX3lxTFBxMkw2cFVseEdyWlE5ZE9FMERuWVJnNnNYem05MTN1S0ZDUlV1RGZzSzdPVG5JSmdudUdlc1pJYnUxcHdWUTFuME95cmY2SDY5c1NjSTJMNGdIaDF6ckloLVhWSEt5aFNFUVpaeUhJUmlDMmR6YXQ5WGFEeGVlMWdKelctZlctVGg2bUVxOEJacGN4R1E3TWVKeEFGZGhaYWZGYm5QUFZxVGhEWmxBdTR6Vy1JMjZ2bFRqWjI0aFBscWpjNE8tZGx0ZlE?oc=5,Assam Tribune,2025-09-01,Manas National Park,26.65,91.0,YES,habitat_threat,habitat_loss,,,,,Manas National Park,26.65,91.0,protected_area,YES,,0,0,0,critical,,50% grassland loss in Manas NP over 30 years per Field Director. Critical for corridor integrity analysis. v1 correct.
GS144,"NDTV Exclusive: Mystery Deaths In Satpura Tiger Reserve, Letter Points To Lapses",https://news.google.com/rss/articles/CBMiugFBVV95cUxOT0otNkJ3VWhVUGMzbnR1SkgwdHo5YWM5RDJXbjMyY1hsbDBldWZVckVuLUFDWU95Q2xhTnM5eF9GUHpmYm5NbUlIeDd4VzhaOWYwczd1ZzNUMDZudGhvQTdTbW5HdUpaMGpmai1USEYxemIzdHh4LTlOaFBxclZTcVFGRmVqRUlWOGQ1aHE4Y052NVV6RnpxaFpSOXdnN09rZjB3TWd0b1I3WVlYY1BOczg2WDVJWnZfNWfSAcIBQVVfeXFMUDcwZnVOYUQwWEJ1ZzItZ3BVUXo1LVdrWWNTaWd1R2JkUGVYLXJYZWxITU5HZ0RiVWNUVy1nNnc3Q3A3bENRaHBWMTVIUElUUzRsNkFtN2EwV0dQdWlQSXZpOHl3VDRqYTJwUTBsNFM2WXhKNV85TjgxaVlFRElIbGQwZk9Hc0s1eUFic0Jqd2xfbkJ2d3ZmcmlfTEY2bnUtbTNQRXR0dHllNU1zeHpna0VxNC1FVW1uQWdoaWUtMDM4RFE?oc=5,NDTV,2025-08-23,Satpura Tiger Reserve,22.5167,78.2167,YES,mortality,suspected_lapses,Tiger,Panthera tigris,EN,,Satpura Tiger Reserve,22.5167,78.2167,protected_area,YES,,0,0,0,critical,,Mystery animal deaths at Satpura TR. Letter alleges management lapses. v1 location correct.
GS145,"Tiger count rises in Orang; Assam govt plans park expansion, tourism boost - The Assam Tribune",https://news.google.com/rss/articles/CBMisAFBVV95cUxOVmk0SUdHRmZRX2MxejRaX254WUNzUUtheDFHOHZnYTVTWk53Rnh0YUFKOW5EMFFNWGU2d19EM2ZwUjFTRnBaeGxIeVMyTVRwWlBFZjVVemxRN2JqRXZvVEdHSDhmTDRKREo5cUl4Mm84d01meldOcmczVjlBOTFmWXNrX285U3d6TG9GSnVhb0xET2RvRVFzNWl3TEVLN1hNSW9wd0JEVy11RXJaclp2a9IBtgFBVV95cUxNUE5xaUlkS1NpUnNFWGZRYzJOZU9Wc2xFVzVfZXhKRnVnQUk2c1QyOTN0LVM5Y1Z1VFdCWUlkbEdEaERyYU54NmVFTnBCSjlYZW5wNDgxd0dkeE1hRGRGQ2pzUTd4bkh1QXAwYTBkcTNFSU15VERqMjQ2Rkp6TE5aS0FLVmQ2ZGdtbjh5N3BIUGYzRHliTHJWNUNldlN1Q0hTY0FqbG9sNW9iODFqbXVvajNsd1E0QQ?oc=5,Assam Tribune,2025-07-14,Assam,26.2006,92.9376,YES,research,population_census,Tiger,Panthera tigris,EN,,Orang National Park,26.5,92.0,protected_area,NO,too_broad,0,0,0,low,,"Tiger count rising at Orang NP, expansion planned. v1 pinned to Assam state centroid. VALIDATE: Exact tiger count?"
GS146,Kerala Seeks To Amend Wildlife Act To Allow Killing Of Animals. Reasons Explained,https://news.google.com/rss/articles/CBMizwFBVV95cUxOdzZXLUFkaVFmT1BkbW1xQ0NXdlZBNUtEUXFuMGVGdjkyOE1TVUNMM1pialVlUVhfSkxOc3U3WFFZbURlSjJKazIxWVp4TnRBVE52QnBzY2Zfa3Frd3ZxT1lXdThQdnMyMkNDc0tYbURzSDhjZko0VE4xLXFBS2tBTXM2S0N4M05WOHEwOU9CVDkyc0xKUVk3dzdRTmZmVWphTFRldkJ4Rnl0eGpQQ1lGNFdRWHB2R1ZqbXM0dk55bV9JMXV5Y1ZfZ3N4Zl9GeWvSAdcBQVVfeXFMTkU3VDZ1UFJ3bTZTLUdkVERhRjZ3ZGExZV8zTnoxRjEyTEcybldsbWhfTjdoeTBFbFRuVldCOGUtd1VmS2xEZDJDY3hTSGVadG5nc1VvRFk1SHExVTVRRHU4R3k5dk5SbS1RU2xicFpXczFvM0UyRXpLUkszaHBHTGNqX2NEYUo1NUI4UWpaUmx5N0tHRUNtOF9VVmhIeWpRc01BeFZJdHgxYlhWZEJkWlBmd0J3Y0VFbHU5aDBqWTBJSEl3X1VNb0kyQUg4VlZ1d1d2M0xkTFU?oc=5,NDTV,2025-06-09,Kerala,10.8505,76.2711,YES,policy,wildlife_act_amendment,,,,,Kerala,10.8505,76.2711,state,YES,,0,0,0,high,,Controversial: Kerala seeking to amend Wildlife Protection Act to permit culling of problem animals. State level correct.
GS147,Why Kaziranga National Park In Assam Saw A Record Number Of Tourists This Year,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQY1NjTmJwS3VvcDZSYi02dExqQ25wUEplSWhpWHkzSk91c0lMMm5mN0l5QU5xS2tuTjU2NDNCU2hwSlZqY0dEYl9XRTZVVy1XWTFoVVVRN2t2dzVmbFBTa3ZNOGRodXlMYVA1QkpIWmROa3lSYVlndGNzd3l2ODFIWndKbXRQQkZ5c2loZkdXNWszT3lGbU5CVEdFN3RNa0tfekVQZ0VWcEp3R3o0Tjk5YjRnRVBYRjFT0gHAAUFVX3lxTE1wNnBJOXRQTEk5QkpaYjk3RnpHUW1CY3dPQkJ4UnFZQ0lmcTEyRjVRY0ZsMUxtaDMyWkRkV1JhUVVjN0hmU2owdUlLM2h5Q2Iya1J5TTJKNy1pamo4X1FBMG8xaTBDcFdkcnB6OFQxSXFwNVhiSDRSMHAyRHo1TVhzUy1TU25zSklQRS1tdHJuOGc0WWtzWDZBWE5UNWFRd2U2Y1ZrNld5OWRUTzVPV0lBMmJzYTA1X3RWaVNnbVV1dw?oc=5,NDTV,2025-06-02,Kaziranga National Park,26.5775,93.1711,YES,research,tourism_report,,,,,Kaziranga National Park,26.5775,93.1711,protected_area,YES,,0,0,0,low,,Record tourist numbers at Kaziranga NP. Borderline article. v1 location correct.
GS148,Star Cement Unveils Plan to Rebuild Kaziranga’s Daflang and Mahimiri Watch Towers: A Rongali Bihu Gift to ... - The Assam Tribune,https://news.google.com/rss/articles/CBMi4gFBVV95cUxQWGkxR0dZSDNYX1hrTDRyYUxTRU9wUHYzVS1PZ0VyaTM1dGVpZ0Y1ZlJwa2NYZk01dTNmMmFueGswR01aa0tBSmR6UFota2hGaVQ2SDM3aGh4Zm1JZWY3eFBtMWQ3cnpyclVqc2Jtc0pwTGlKYTZpWkllV1NfaFhjUk12cEEtU2xXMFNnUjRKQmNTZ0VkVnZBQ0xjbEdEZ21aemVUdTRwMzI1eTBOSGZIWVMtcHBsM2R0T3hjRHFIbVA3YjlhNndTSWhMN2x1enVMMFRIRjBxN0RSMnJuZFppei130gHnAUFVX3lxTFBUekJodElLZ3pmMUhsVnhGaVJhcW9jOHBBU0F0U2dXbElNUm1GVHV3Z1dKRFB4U0lOS1dZTDc3d3VvRjdwQmh5em5DM2RsTXFabHVVcUpENWNGZjJNYm1sV3Z1RHc3SGdPZ0s5RGRuNnlQempnc1Itcko0NXFCSm5hXzE4blg2Y3lXUnBEMmFtTkFTVHVrcFpwYi13N0VLZUtMT2RZdXB2UGpuYTkyVzZmUGl6VzJDcTl2Q1FHcHN3aks2QmV0M0psa1dETHFnMkVxZk1ERjZGemMwMFRaMmZCNWRJTDR1OA?oc=5,Assam Tribune,2025-04-13,Assam,26.2006,92.9376,YES,conservation_action,infrastructure_restoration,,,,,Kaziranga National Park,26.5775,93.1711,protected_area,NO,too_broad,0,0,0,low,,Star Cement CSR: rebuilding watch towers in Kaziranga. v1 pinned to Assam state centroid.
